disease,cell_group,gene,evidence_tier,n_donors,total_nuclei,mean_expression,median_expression,mean_percent_expressing
CIDP,Macrophage,SLAMF9,Inflammatory_polyneuropathy,9,3463,0.0,0.0,0.0
CIDP,Macrophage,SLC39A3,CIDP,9,3463,0.0077701686824614,0.0074336263546152,0.4938223421412083
CIDP,Macrophage,TMEM175,Inflammatory_polyneuropathy,9,3463,0.1256459339333517,0.126673446237064,5.987174406245269
CIDP,Mast,CDH4,CIDP,9,331,0.02350015102624,0.0,1.7704826038159374
CIDP,Mast,DCTN1,Inflammatory_polyneuropathy,9,331,0.1396982746218056,0.0982370496233988,7.620450537117203
CIDP,Mast,DGKQ,Inflammatory_polyneuropathy,9,331,0.0370976548343046,0.0351126539193693,1.8421316337983005
CIDP,Mast,DIRAS1,CIDP,9,331,0.0,0.0,0.0
CIDP,Mast,GLDC,Inflammatory_polyneuropathy,9,331,0.0515200518093549,0.0,1.4748677248677249
CIDP,Mast,GNG7,CIDP,9,331,0.2006742946155734,0.1661755948685762,8.794872281714387
CIDP,Mast,IDUA,Inflammatory_polyneuropathy,9,331,0.0372921471265058,0.0,1.699893673577884
CIDP,Mast,ME1,Inflammatory_polyneuropathy,9,331,0.1079863087353226,0.1026586877817426,5.775692387534493
CIDP,Mast,SLAMF9,Inflammatory_polyneuropathy,9,331,0.0,0.0,0.0
CIDP,Mast,SLC39A3,CIDP,9,331,0.0,0.0,0.0
CIDP,Mast,TMEM175,Inflammatory_polyneuropathy,9,331,0.1262486437164677,0.0743936276953338,6.748436748436749
CIDP,Myelinating_SC,CDH4,CIDP,9,3170,0.272636741456967,0.2093047803663736,11.24133194670825
CIDP,Myelinating_SC,DCTN1,Inflammatory_polyneuropathy,9,3170,0.1083346245705102,0.1037613618537743,6.219458410578543
CIDP,Myelinating_SC,DGKQ,Inflammatory_polyneuropathy,9,3170,0.0233424786979274,0.0191174597779836,1.3775351669756344
CIDP,Myelinating_SC,DIRAS1,CIDP,9,3170,0.0,0.0,0.0
CIDP,Myelinating_SC,GLDC,Inflammatory_polyneuropathy,9,3170,1.6238458680041568,1.566872306348036,52.54027793039226
CIDP,Myelinating_SC,GNG7,CIDP,9,3170,0.0412423353816407,0.0293677419426881,2.16667178045166
CIDP,Myelinating_SC,IDUA,Inflammatory_polyneuropathy,9,3170,0.0530742176688254,0.03970787480964,2.4321876039480053
CIDP,Myelinating_SC,ME1,Inflammatory_polyneuropathy,9,3170,0.4158101947052529,0.3694404907558849,16.96597038841477
CIDP,Myelinating_SC,SLAMF9,Inflammatory_polyneuropathy,9,3170,0.0,0.0,0.0
CIDP,Myelinating_SC,SLC39A3,CIDP,9,3170,0.0265140600434935,0.0268518390462161,1.5889462669709462
CIDP,Myelinating_SC,TMEM175,Inflammatory_polyneuropathy,9,3170,0.1711068455473306,0.1530469182482576,8.116125039860583
CIDP,Nonmyelinating_SC,CDH4,CIDP,9,20696,0.3125538188277661,0.2278446298240958,11.270567056676557
CIDP,Nonmyelinating_SC,DCTN1,Inflammatory_polyneuropathy,9,20696,0.1255273971740505,0.1127605360482708,5.702389667208424
CIDP,Nonmyelinating_SC,DGKQ,Inflammatory_polyneuropathy,9,20696,0.012099623420042,0.0103346280001476,0.5773091450882011
CIDP,Nonmyelinating_SC,DIRAS1,CIDP,9,20696,0.0013399406915935,0.0010485385664688,0.0653091575008436
CIDP,Nonmyelinating_SC,GLDC,Inflammatory_polyneuropathy,9,20696,0.035130609419698,0.0220816462576207,1.3623231581451918
CIDP,Nonmyelinating_SC,GNG7,CIDP,9,20696,0.1318899659585327,0.1383833261311559,5.154908730756882
CIDP,Nonmyelinating_SC,IDUA,Inflammatory_polyneuropathy,9,20696,0.0393589861732533,0.0346683789473451,1.7240085495156237
CIDP,Nonmyelinating_SC,ME1,Inflammatory_polyneuropathy,9,20696,0.0284984813856273,0.0245235688869151,1.299350548940191
CIDP,Nonmyelinating_SC,SLAMF9,Inflammatory_polyneuropathy,9,20696,0.0002382380116645,0.0,0.0089855593731562
CIDP,Nonmyelinating_SC,SLC39A3,CIDP,9,20696,0.0108681506176422,0.0099929953967252,0.534475021442256
CIDP,Nonmyelinating_SC,TMEM175,Inflammatory_polyneuropathy,9,20696,0.1078769876172219,0.101708468629254,4.620321598468588
CIDP,Other_EC,CDH4,CIDP,9,8903,0.0033285618354537,0.0028263827858427,0.2303729561909819
CIDP,Other_EC,DCTN1,Inflammatory_polyneuropathy,9,8903,0.1316292368328498,0.1293673666711324,7.0883738741772495
CIDP,Other_EC,DGKQ,Inflammatory_polyneuropathy,9,8903,0.0407071180419457,0.0392909599581761,2.176193578721882
CIDP,Other_EC,DIRAS1,CIDP,9,8903,0.0001770176741057,0.0,0.005948132286462
CIDP,Other_EC,GLDC,Inflammatory_polyneuropathy,9,8903,0.024298673740353,0.0079874709593412,1.16294318100713
CIDP,Other_EC,GNG7,CIDP,9,8903,0.1303623467902356,0.1306498186988012,6.005547379751072
CIDP,Other_EC,IDUA,Inflammatory_polyneuropathy,9,8903,0.0462735003275724,0.0469521706789068,2.354270389835032
CIDP,Other_EC,ME1,Inflammatory_polyneuropathy,9,8903,0.0251431139981177,0.0197077065256681,1.2764874133295785
CIDP,Other_EC,SLAMF9,Inflammatory_polyneuropathy,9,8903,0.0,0.0,0.0
CIDP,Other_EC,SLC39A3,CIDP,9,8903,0.0223316819543935,0.0191158386682187,1.201466472971191
CIDP,Other_EC,TMEM175,Inflammatory_polyneuropathy,9,8903,0.0965669579909165,0.0946295630101947,5.179648804552924
CIDP,Pericyte_VSMC,CDH4,CIDP,9,15243,0.0050151776010324,0.0009074615534136,0.347798861986657
CIDP,Pericyte_VSMC,DCTN1,Inflammatory_polyneuropathy,9,15243,0.1885177649000121,0.2079706754508412,9.501915522758605
CIDP,Pericyte_VSMC,DGKQ,Inflammatory_polyneuropathy,9,15243,0.0297424436733479,0.0295340594047605,1.4870391930066225
CIDP,Pericyte_VSMC,DIRAS1,CIDP,9,15243,0.0019157866202356,0.002388097045827,0.0747159768363557
CIDP,Pericyte_VSMC,GLDC,Inflammatory_polyneuropathy,9,15243,0.0068532758311024,0.0067794138900595,0.3424703739144322
CIDP,Pericyte_VSMC,GNG7,CIDP,9,15243,0.0814270104466952,0.0786774812859598,3.9744068164388673
CIDP,Pericyte_VSMC,IDUA,Inflammatory_polyneuropathy,9,15243,0.0189497569203918,0.0193041542674187,1.1011841977779857
CIDP,Pericyte_VSMC,ME1,Inflammatory_polyneuropathy,9,15243,0.1944235747760332,0.1756119267110861,8.739504818097943
CIDP,Pericyte_VSMC,SLAMF9,Inflammatory_polyneuropathy,9,15243,0.0,0.0,0.0
CIDP,Pericyte_VSMC,SLC39A3,CIDP,9,15243,0.0154908051497531,0.017389489494297,0.8683562760058736
CIDP,Pericyte_VSMC,TMEM175,Inflammatory_polyneuropathy,9,15243,0.1065866949830634,0.096373328502099,5.364342386744991
CIDP,Perineurium,CDH4,CIDP,9,26087,0.0257137851354247,0.0278727321349029,1.421133949066055
CIDP,Perineurium,DCTN1,Inflammatory_polyneuropathy,9,26087,0.1470485980866056,0.1449028445895963,7.945713698912335
CIDP,Perineurium,DGKQ,Inflammatory_polyneuropathy,9,26087,0.0254031533037235,0.0246553449362414,1.3638363466052437
CIDP,Perineurium,DIRAS1,CIDP,9,26087,0.0006962907959832,0.0,0.0393159798664915
CIDP,Perineurium,GLDC,Inflammatory_polyneuropathy,9,26087,0.0095960242751894,0.0075013253735038,0.5020142438898602
CIDP,Perineurium,GNG7,CIDP,9,26087,0.1008338241535042,0.1057937420429174,4.975471572716221
CIDP,Perineurium,IDUA,Inflammatory_polyneuropathy,9,26087,0.027470078714006,0.0274846709248705,1.497685495503394
CIDP,Perineurium,ME1,Inflammatory_polyneuropathy,9,26087,0.3609460759017783,0.3430185023097797,16.371090106953833
CIDP,Perineurium,SLAMF9,Inflammatory_polyneuropathy,9,26087,0.0,0.0,0.0
CIDP,Perineurium,SLC39A3,CIDP,9,26087,0.0111682922776141,0.0085382020100123,0.6002540522931525
CIDP,Perineurium,TMEM175,Inflammatory_polyneuropathy,9,26087,0.1179145091420011,0.1167787162008472,6.0088415835902005
CIDP,Repair_damage_SC,CDH4,CIDP,9,1759,0.3647682844078966,0.3906452376894011,15.496704202768878
CIDP,Repair_damage_SC,DCTN1,Inflammatory_polyneuropathy,9,1759,0.1609248616086138,0.1237005885129213,9.051882053469052
CIDP,Repair_damage_SC,DGKQ,Inflammatory_polyneuropathy,9,1759,0.0184832056730922,0.0,1.3371273090533928
CIDP,Repair_damage_SC,DIRAS1,CIDP,9,1759,0.0128010013136751,0.0038541639447618,0.7858618805990156
CIDP,Repair_damage_SC,GLDC,Inflammatory_polyneuropathy,9,1759,0.2017226395180694,0.1662208579243342,9.520592346643486
CIDP,Repair_damage_SC,GNG7,CIDP,9,1759,0.2117949242561462,0.1892611105991082,11.565720179275454
CIDP,Repair_damage_SC,IDUA,Inflammatory_polyneuropathy,9,1759,0.0292177773317223,0.0269641461339198,1.9692405037519936
CIDP,Repair_damage_SC,ME1,Inflammatory_polyneuropathy,9,1759,0.2275054547679845,0.1902965907943664,11.700395226374477
CIDP,Repair_damage_SC,SLAMF9,Inflammatory_polyneuropathy,9,1759,0.0,0.0,0.0
CIDP,Repair_damage_SC,SLC39A3,CIDP,9,1759,0.0068548671734268,0.0,0.5433464273324005
CIDP,Repair_damage_SC,TMEM175,Inflammatory_polyneuropathy,9,1759,0.0898706027352214,0.0836167076155265,5.2405132221262
CIDP,T_NK,CDH4,CIDP,9,764,0.0444348950000034,0.0216584140258481,1.9160094394998133
CIDP,T_NK,DCTN1,Inflammatory_polyneuropathy,9,764,0.1213166509526589,0.101830266152155,5.508756817795263
CIDP,T_NK,DGKQ,Inflammatory_polyneuropathy,9,764,0.0956713475525148,0.1190501648869877,3.6123137008142754
CIDP,T_NK,DIRAS1,CIDP,9,764,0.0,0.0,0.0
CIDP,T_NK,GLDC,Inflammatory_polyneuropathy,9,764,0.0293851348907068,0.0128655207591708,1.314100169470302
CIDP,T_NK,GNG7,CIDP,9,764,0.1002211171710797,0.1209131111710012,3.907712894974485
CIDP,T_NK,IDUA,Inflammatory_polyneuropathy,9,764,0.0709548885332987,0.0515796157817212,1.9106938206178723
CIDP,T_NK,ME1,Inflammatory_polyneuropathy,9,764,0.1410082207578729,0.1388091892876663,4.717892611315307
CIDP,T_NK,SLAMF9,Inflammatory_polyneuropathy,9,764,0.0,0.0,0.0
CIDP,T_NK,SLC39A3,CIDP,9,764,0.0089537452785071,0.0,0.4665100762084795
CIDP,T_NK,TMEM175,Inflammatory_polyneuropathy,9,764,0.1707150002726943,0.1843566534236327,6.189791529482449
