cell_group,program,n_donors,rho,p_value_asymptotic,q_asymptotic_BH_2,q_asymptotic_BH_17,exact_p,permutations,omission_rho_min,omission_rho_max,q_exact_BH_2,q_expanded_BH_17
Repair_damage_SC,Myelin maintenance,9,0.8033264176742437,0.0091106617102421,0.0091106617102421,0.0516270830247053,0.01521164021164021,362880,0.7092081432669752,0.8751723492699258,0.01521164021164021,0.08619929453262787
Repair_damage_SC,Injury response,9,0.8580986734247603,0.0030761145260726,0.0061522290521453,0.0391966248791077,0.006613756613756613,362880,0.7910398521054723,0.8728715609439694,0.013227513227513227,0.056216931216931214
