sample,BNB_EC · LIF_LIFR,BNB_EC · Leukocyte_transmigration,Macrophage · Complement,Macrophage · Fc_receptor,Repair_damage_SC · Schwann_myelin_repair
S01,-1.9272707074759796,-1.3865519519555412,-0.642206588776951,1.1818712102805917,-1.2782793466022702
S11,1.0651462514037675,1.3754669178445256,1.167843057192093,1.0552551126274277,0.461326969353219
S13,-0.6109393547237879,0.862201452061819,1.2784367633674782,0.3803457162325417,0.2511592128264188
S17,-1.1051265867469386,-1.6383545941166804,-1.25213802547084,-1.8035155507372185,-0.6546629669839442
S18,-0.21088298769295785,-0.00784362594076117,-0.5606699204755844,-0.3157058444653182,0.26067088476650213
S19,0.10370243385506667,-0.756050957652151,0.8526438105444653,-0.6671573369212894,-1.9363743869041663
S35,0.9606679024425003,0.08791768387759637,-1.2220006241977408,0.7629897129919622,1.0406357917387323
S36,1.075811665669637,0.4991596393409484,-0.6521880750777107,-1.2427941658493618,1.0684965961682489
S37,0.6488913832686922,0.964055436540244,1.0302796028947911,0.6487111458406658,0.7870272456372598
