disease,sample,cell_group,gene,evidence_tier,n_nuclei,mean_log2_cp10k_plus1,median_log2_cp10k_plus1,percent_expressing
CIDP,S01,Adipo,CDH4,CIDP,17,0,0,0
CIDP,S01,BNB_EC,CDH4,CIDP,205,0,0,0
CIDP,S01,B_cell,CDH4,CIDP,13,0,0,0
CIDP,S01,Endoneurial_stroma,CDH4,CIDP,1710,0.2031784711857128,0,7.368421052631578
CIDP,S01,Epineurial_stroma,CDH4,CIDP,926,0.4340409256391018,0,15.118790496760258
CIDP,S01,Granulocyte,CDH4,CIDP,1,0,0,0
CIDP,S01,Macrophage,CDH4,CIDP,570,0.0137036092258404,0,0.5263157894736842
CIDP,S01,Mast,CDH4,CIDP,84,0,0,0
CIDP,S01,Myelinating_SC,CDH4,CIDP,318,0.1885322720846248,0,8.80503144654088
CIDP,S01,Nonmyelinating_SC,CDH4,CIDP,1057,0.1737439479789915,0,5.581835383159887
CIDP,S01,Other_EC,CDH4,CIDP,621,0.0039700650918877,0,0.1610305958132045
CIDP,S01,Pericyte_VSMC,CDH4,CIDP,1665,0,0,0
CIDP,S01,Perineurium,CDH4,CIDP,6467,0.0278727321349029,0,1.3298283593629194
CIDP,S01,Repair_damage_SC,CDH4,CIDP,47,0.3990428999605706,0,14.893617021276595
CIDP,S01,T_NK,CDH4,CIDP,117,0.015562943370259,0,0.8547008547008548
CIDP,S01,Adipo,DIRAS1,CIDP,17,0,0,0
CIDP,S01,BNB_EC,DIRAS1,CIDP,205,0,0,0
CIDP,S01,B_cell,DIRAS1,CIDP,13,0,0,0
CIDP,S01,Endoneurial_stroma,DIRAS1,CIDP,1710,0,0,0
CIDP,S01,Epineurial_stroma,DIRAS1,CIDP,926,0,0,0
CIDP,S01,Granulocyte,DIRAS1,CIDP,1,0,0,0
CIDP,S01,Macrophage,DIRAS1,CIDP,570,0,0,0
CIDP,S01,Mast,DIRAS1,CIDP,84,0,0,0
CIDP,S01,Myelinating_SC,DIRAS1,CIDP,318,0,0,0
CIDP,S01,Nonmyelinating_SC,DIRAS1,CIDP,1057,0,0,0
CIDP,S01,Other_EC,DIRAS1,CIDP,621,0,0,0
CIDP,S01,Pericyte_VSMC,DIRAS1,CIDP,1665,0.002388097045827,0,0.1201201201201201
CIDP,S01,Perineurium,DIRAS1,CIDP,6467,0,0,0
CIDP,S01,Repair_damage_SC,DIRAS1,CIDP,47,0,0,0
CIDP,S01,T_NK,DIRAS1,CIDP,117,0,0,0
CIDP,S01,Adipo,GNG7,CIDP,17,0.1698421706061727,0,11.76470588235294
CIDP,S01,BNB_EC,GNG7,CIDP,205,0.2733328953336724,0,9.75609756097561
CIDP,S01,B_cell,GNG7,CIDP,13,1.5374272833451303,0,46.15384615384615
CIDP,S01,Endoneurial_stroma,GNG7,CIDP,1710,0.0035781202093553,0,0.1169590643274853
CIDP,S01,Epineurial_stroma,GNG7,CIDP,926,0.0385046552679976,0,1.6198704103671708
CIDP,S01,Granulocyte,GNG7,CIDP,1,0,0,0
CIDP,S01,Macrophage,GNG7,CIDP,570,0.4755963005393135,0,15.789473684210526
CIDP,S01,Mast,GNG7,CIDP,84,0.1247771071141462,0,4.761904761904762
CIDP,S01,Myelinating_SC,GNG7,CIDP,318,0.0210387749907556,0,0.9433962264150944
CIDP,S01,Nonmyelinating_SC,GNG7,CIDP,1057,0.1355253598986262,0,4.351939451277199
CIDP,S01,Other_EC,GNG7,CIDP,621,0.1306498186988012,0,5.152979066022544
CIDP,S01,Pericyte_VSMC,GNG7,CIDP,1665,0.0717136276460373,0,3.003003003003003
CIDP,S01,Perineurium,GNG7,CIDP,6467,0.1069339610661002,0,4.73171486005876
CIDP,S01,Repair_damage_SC,GNG7,CIDP,47,0.2912979110757945,0,14.893617021276595
CIDP,S01,T_NK,GNG7,CIDP,117,0.1286844480181358,0,5.128205128205128
CIDP,S01,Adipo,SLC39A3,CIDP,17,0.1079963279935821,0,5.88235294117647
CIDP,S01,BNB_EC,SLC39A3,CIDP,205,0.0111345488356269,0,0.4878048780487805
CIDP,S01,B_cell,SLC39A3,CIDP,13,0,0,0
CIDP,S01,Endoneurial_stroma,SLC39A3,CIDP,1710,0.0010611701870564,0,0.0584795321637426
CIDP,S01,Epineurial_stroma,SLC39A3,CIDP,926,0,0,0
CIDP,S01,Granulocyte,SLC39A3,CIDP,1,0,0,0
CIDP,S01,Macrophage,SLC39A3,CIDP,570,0.0095579091880996,0,0.3508771929824561
CIDP,S01,Mast,SLC39A3,CIDP,84,0,0,0
CIDP,S01,Myelinating_SC,SLC39A3,CIDP,318,0.0041556460308233,0,0.3144654088050315
CIDP,S01,Nonmyelinating_SC,SLC39A3,CIDP,1057,0.004784932811359,0,0.1892147587511826
CIDP,S01,Other_EC,SLC39A3,CIDP,621,0.0191158386682187,0,0.644122383252818
CIDP,S01,Pericyte_VSMC,SLC39A3,CIDP,1665,0.0059930709684646,0,0.2402402402402402
CIDP,S01,Perineurium,SLC39A3,CIDP,6467,0.0072347674747929,0,0.340188650069584
CIDP,S01,Repair_damage_SC,SLC39A3,CIDP,47,0,0,0
CIDP,S01,T_NK,SLC39A3,CIDP,117,0,0,0
CIDP,S01,Adipo,DGKQ,Inflammatory_polyneuropathy,17,0.121088824436918,0,5.88235294117647
CIDP,S01,BNB_EC,DGKQ,Inflammatory_polyneuropathy,205,0.0579608251431607,0,2.4390243902439024
CIDP,S01,B_cell,DGKQ,Inflammatory_polyneuropathy,13,0,0,0
CIDP,S01,Endoneurial_stroma,DGKQ,Inflammatory_polyneuropathy,1710,0.0344364969726916,0,1.345029239766082
CIDP,S01,Epineurial_stroma,DGKQ,Inflammatory_polyneuropathy,926,0.0323608531298458,0,1.511879049676026
CIDP,S01,Granulocyte,DGKQ,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,DGKQ,Inflammatory_polyneuropathy,570,0.0651023254134459,0,2.280701754385965
CIDP,S01,Mast,DGKQ,Inflammatory_polyneuropathy,84,0.0482888231128745,0,2.380952380952381
CIDP,S01,Myelinating_SC,DGKQ,Inflammatory_polyneuropathy,318,0.0327871220442792,0,2.20125786163522
CIDP,S01,Nonmyelinating_SC,DGKQ,Inflammatory_polyneuropathy,1057,0.0161699235825886,0,0.6622516556291391
CIDP,S01,Other_EC,DGKQ,Inflammatory_polyneuropathy,621,0.0692148997299772,0,2.737520128824477
CIDP,S01,Pericyte_VSMC,DGKQ,Inflammatory_polyneuropathy,1665,0.0298552442609045,0,1.3213213213213213
CIDP,S01,Perineurium,DGKQ,Inflammatory_polyneuropathy,6467,0.0246553449362414,0,1.1288077934127103
CIDP,S01,Repair_damage_SC,DGKQ,Inflammatory_polyneuropathy,47,0,0,0
CIDP,S01,T_NK,DGKQ,Inflammatory_polyneuropathy,117,0.1425538876916264,0,5.128205128205128
CIDP,S01,Adipo,GLDC,Inflammatory_polyneuropathy,17,0,0,0
CIDP,S01,BNB_EC,GLDC,Inflammatory_polyneuropathy,205,0.0583793684187938,0,2.4390243902439024
CIDP,S01,B_cell,GLDC,Inflammatory_polyneuropathy,13,0,0,0
CIDP,S01,Endoneurial_stroma,GLDC,Inflammatory_polyneuropathy,1710,0.0053181780521465,0,0.175438596491228
CIDP,S01,Epineurial_stroma,GLDC,Inflammatory_polyneuropathy,926,0.0215176872151635,0,1.079913606911447
CIDP,S01,Granulocyte,GLDC,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,GLDC,Inflammatory_polyneuropathy,570,0.0149593676577272,0,0.7017543859649122
CIDP,S01,Mast,GLDC,Inflammatory_polyneuropathy,84,0.018104804251066,0,1.1904761904761905
CIDP,S01,Myelinating_SC,GLDC,Inflammatory_polyneuropathy,318,1.566872306348036,1.674275044298477,54.088050314465406
CIDP,S01,Nonmyelinating_SC,GLDC,Inflammatory_polyneuropathy,1057,0.0186162259170896,0,0.6622516556291391
CIDP,S01,Other_EC,GLDC,Inflammatory_polyneuropathy,621,0.0522620613910694,0,2.415458937198068
CIDP,S01,Pericyte_VSMC,GLDC,Inflammatory_polyneuropathy,1665,0.0147361205095807,0,0.6606606606606606
CIDP,S01,Perineurium,GLDC,Inflammatory_polyneuropathy,6467,0.0323372366118506,0,1.530848925313128
CIDP,S01,Repair_damage_SC,GLDC,Inflammatory_polyneuropathy,47,0.1758983145525111,0,8.51063829787234
CIDP,S01,T_NK,GLDC,Inflammatory_polyneuropathy,117,0.0348111472346555,0,1.7094017094017095
CIDP,S01,Adipo,IDUA,Inflammatory_polyneuropathy,17,0,0,0
CIDP,S01,BNB_EC,IDUA,Inflammatory_polyneuropathy,205,0.02495751267069,0,0.975609756097561
CIDP,S01,B_cell,IDUA,Inflammatory_polyneuropathy,13,0,0,0
CIDP,S01,Endoneurial_stroma,IDUA,Inflammatory_polyneuropathy,1710,0.0517245547426688,0,2.046783625730994
CIDP,S01,Epineurial_stroma,IDUA,Inflammatory_polyneuropathy,926,0.0336376476657145,0,1.6198704103671708
CIDP,S01,Granulocyte,IDUA,Inflammatory_polyneuropathy,1,2.543145739814624,2.543145739814624,100
CIDP,S01,Macrophage,IDUA,Inflammatory_polyneuropathy,570,0.0359082479792862,0,1.4035087719298245
CIDP,S01,Mast,IDUA,Inflammatory_polyneuropathy,84,0,0,0
CIDP,S01,Myelinating_SC,IDUA,Inflammatory_polyneuropathy,318,0.0385374167884626,0,2.20125786163522
CIDP,S01,Nonmyelinating_SC,IDUA,Inflammatory_polyneuropathy,1057,0.0231857309266225,0,0.7568590350047304
CIDP,S01,Other_EC,IDUA,Inflammatory_polyneuropathy,621,0.0343544716022544,0,1.288244766505636
CIDP,S01,Pericyte_VSMC,IDUA,Inflammatory_polyneuropathy,1665,0.0232410209730745,0,0.960960960960961
CIDP,S01,Perineurium,IDUA,Inflammatory_polyneuropathy,6467,0.0170533380581242,0,0.85047162517396
CIDP,S01,Repair_damage_SC,IDUA,Inflammatory_polyneuropathy,47,0,0,0
CIDP,S01,T_NK,IDUA,Inflammatory_polyneuropathy,117,0,0,0
CIDP,S01,Adipo,SLAMF9,Inflammatory_polyneuropathy,17,0,0,0
CIDP,S01,BNB_EC,SLAMF9,Inflammatory_polyneuropathy,205,0,0,0
CIDP,S01,B_cell,SLAMF9,Inflammatory_polyneuropathy,13,0,0,0
CIDP,S01,Endoneurial_stroma,SLAMF9,Inflammatory_polyneuropathy,1710,0,0,0
CIDP,S01,Epineurial_stroma,SLAMF9,Inflammatory_polyneuropathy,926,0,0,0
CIDP,S01,Granulocyte,SLAMF9,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,SLAMF9,Inflammatory_polyneuropathy,570,0,0,0
CIDP,S01,Mast,SLAMF9,Inflammatory_polyneuropathy,84,0,0,0
CIDP,S01,Myelinating_SC,SLAMF9,Inflammatory_polyneuropathy,318,0,0,0
CIDP,S01,Nonmyelinating_SC,SLAMF9,Inflammatory_polyneuropathy,1057,0,0,0
CIDP,S01,Other_EC,SLAMF9,Inflammatory_polyneuropathy,621,0,0,0
CIDP,S01,Pericyte_VSMC,SLAMF9,Inflammatory_polyneuropathy,1665,0,0,0
CIDP,S01,Perineurium,SLAMF9,Inflammatory_polyneuropathy,6467,0,0,0
CIDP,S01,Repair_damage_SC,SLAMF9,Inflammatory_polyneuropathy,47,0,0,0
CIDP,S01,T_NK,SLAMF9,Inflammatory_polyneuropathy,117,0,0,0
CIDP,S01,Adipo,TMEM175,Inflammatory_polyneuropathy,17,0,0,0
CIDP,S01,BNB_EC,TMEM175,Inflammatory_polyneuropathy,205,0.1045233145228389,0,3.902439024390244
CIDP,S01,B_cell,TMEM175,Inflammatory_polyneuropathy,13,0.2192488752885345,0,7.6923076923076925
CIDP,S01,Endoneurial_stroma,TMEM175,Inflammatory_polyneuropathy,1710,0.0916306773286315,0,3.684210526315789
CIDP,S01,Epineurial_stroma,TMEM175,Inflammatory_polyneuropathy,926,0.1527362904294097,0,6.047516198704104
CIDP,S01,Granulocyte,TMEM175,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,TMEM175,Inflammatory_polyneuropathy,570,0.126673446237064,0,5.789473684210527
CIDP,S01,Mast,TMEM175,Inflammatory_polyneuropathy,84,0.0506161916921896,0,1.1904761904761905
CIDP,S01,Myelinating_SC,TMEM175,Inflammatory_polyneuropathy,318,0.1530469182482576,0,8.49056603773585
CIDP,S01,Nonmyelinating_SC,TMEM175,Inflammatory_polyneuropathy,1057,0.0839160188920375,0,3.122043519394513
CIDP,S01,Other_EC,TMEM175,Inflammatory_polyneuropathy,621,0.0745266393349869,0,3.542673107890499
CIDP,S01,Pericyte_VSMC,TMEM175,Inflammatory_polyneuropathy,1665,0.096373328502099,0,3.903903903903904
CIDP,S01,Perineurium,TMEM175,Inflammatory_polyneuropathy,6467,0.089338150061847,0,4.128653162208134
CIDP,S01,Repair_damage_SC,TMEM175,Inflammatory_polyneuropathy,47,0.1185263530142758,0,4.25531914893617
CIDP,S01,T_NK,TMEM175,Inflammatory_polyneuropathy,117,0.3176099390635494,0,9.401709401709402
CIDP,S01,Adipo,DCTN1,Inflammatory_polyneuropathy,17,0.1123649017440796,0,5.88235294117647
CIDP,S01,BNB_EC,DCTN1,Inflammatory_polyneuropathy,205,0.1305620523376469,0,5.365853658536586
CIDP,S01,B_cell,DCTN1,Inflammatory_polyneuropathy,13,0,0,0
CIDP,S01,Endoneurial_stroma,DCTN1,Inflammatory_polyneuropathy,1710,0.1713338526271413,0,7.017543859649122
CIDP,S01,Epineurial_stroma,DCTN1,Inflammatory_polyneuropathy,926,0.1883249356797057,0,8.207343412526997
CIDP,S01,Granulocyte,DCTN1,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,DCTN1,Inflammatory_polyneuropathy,570,0.0709122821682061,0,3.508771929824561
CIDP,S01,Mast,DCTN1,Inflammatory_polyneuropathy,84,0.0785599323483239,0,3.571428571428571
CIDP,S01,Myelinating_SC,DCTN1,Inflammatory_polyneuropathy,318,0.1460294648371852,0,9.119496855345911
CIDP,S01,Nonmyelinating_SC,DCTN1,Inflammatory_polyneuropathy,1057,0.1091548055178008,0,4.257332071901608
CIDP,S01,Other_EC,DCTN1,Inflammatory_polyneuropathy,621,0.1554704419054411,0,6.763285024154589
CIDP,S01,Pericyte_VSMC,DCTN1,Inflammatory_polyneuropathy,1665,0.231975678833741,0,9.12912912912913
CIDP,S01,Perineurium,DCTN1,Inflammatory_polyneuropathy,6467,0.1777229569747596,0,8.14906448121231
CIDP,S01,Repair_damage_SC,DCTN1,Inflammatory_polyneuropathy,47,0.073374763389156,0,4.25531914893617
CIDP,S01,T_NK,DCTN1,Inflammatory_polyneuropathy,117,0.0976332371873505,0,4.273504273504273
CIDP,S01,Adipo,ME1,Inflammatory_polyneuropathy,17,1.23734231856651,1.5855398096687914,58.82352941176471
CIDP,S01,BNB_EC,ME1,Inflammatory_polyneuropathy,205,0,0,0
CIDP,S01,B_cell,ME1,Inflammatory_polyneuropathy,13,0.1556258651987198,0,7.6923076923076925
CIDP,S01,Endoneurial_stroma,ME1,Inflammatory_polyneuropathy,1710,0.456854459299632,0,16.198830409356727
CIDP,S01,Epineurial_stroma,ME1,Inflammatory_polyneuropathy,926,0.281214143622343,0,11.879049676025918
CIDP,S01,Granulocyte,ME1,Inflammatory_polyneuropathy,1,0,0,0
CIDP,S01,Macrophage,ME1,Inflammatory_polyneuropathy,570,0.8139593289406216,0,23.859649122807017
CIDP,S01,Mast,ME1,Inflammatory_polyneuropathy,84,0.0423738185786305,0,2.380952380952381
CIDP,S01,Myelinating_SC,ME1,Inflammatory_polyneuropathy,318,0.56871240051445,0,23.270440251572328
CIDP,S01,Nonmyelinating_SC,ME1,Inflammatory_polyneuropathy,1057,0.0113494414256121,0,0.4730368968779564
CIDP,S01,Other_EC,ME1,Inflammatory_polyneuropathy,621,0.0086405296951106,0,0.322061191626409
CIDP,S01,Pericyte_VSMC,ME1,Inflammatory_polyneuropathy,1665,0.0687399420347326,0,2.8228228228228227
CIDP,S01,Perineurium,ME1,Inflammatory_polyneuropathy,6467,0.3337571852820317,0,13.700324725529612
CIDP,S01,Repair_damage_SC,ME1,Inflammatory_polyneuropathy,47,0.1902965907943664,0,8.51063829787234
CIDP,S01,T_NK,ME1,Inflammatory_polyneuropathy,117,0.015562943370259,0,0.8547008547008548
CIAP,S04,Adipo,CDH4,CIDP,116,0.011271658278069,0,0.8620689655172413
CIAP,S04,BNB_EC,CDH4,CIDP,196,0.0216214549595937,0,1.020408163265306
CIAP,S04,B_cell,CDH4,CIDP,8,0,0,0
CIAP,S04,Endoneurial_stroma,CDH4,CIDP,660,0.0553675616828501,0,2.727272727272727
CIAP,S04,Epineurial_stroma,CDH4,CIDP,1683,0.1981555215896862,0,9.20974450386215
CIAP,S04,Granulocyte,CDH4,CIDP,5,0,0,0
CIAP,S04,Macrophage,CDH4,CIDP,347,0.0316992198239074,0,1.729106628242075
CIAP,S04,Mast,CDH4,CIDP,59,0.0360448075161175,0,1.694915254237288
CIAP,S04,Myelinating_SC,CDH4,CIDP,187,0.1273641085537974,0,6.417112299465241
CIAP,S04,Nonmyelinating_SC,CDH4,CIDP,1717,0.1319833494324201,0,5.591147350029121
CIAP,S04,Other_EC,CDH4,CIDP,1091,0.0423292954185961,0,2.016498625114574
CIAP,S04,Pericyte_VSMC,CDH4,CIDP,2076,0.0116231728113123,0,0.6262042389210019
CIAP,S04,Perineurium,CDH4,CIDP,3301,0.0439242456073172,0,2.272038776128446
CIAP,S04,Repair_damage_SC,CDH4,CIDP,179,0.3134504494918693,0,14.52513966480447
CIAP,S04,T_NK,CDH4,CIDP,70,0,0,0
CIAP,S04,Adipo,DIRAS1,CIDP,116,0.0058313970004913,0,0.8620689655172413
CIAP,S04,BNB_EC,DIRAS1,CIDP,196,0,0,0
CIAP,S04,B_cell,DIRAS1,CIDP,8,0.5469915368075505,0,12.5
CIAP,S04,Endoneurial_stroma,DIRAS1,CIDP,660,0.0030986022408084,0,0.1515151515151515
CIAP,S04,Epineurial_stroma,DIRAS1,CIDP,1683,0.0025177042856079,0,0.11883541295306
CIAP,S04,Granulocyte,DIRAS1,CIDP,5,0,0,0
CIAP,S04,Macrophage,DIRAS1,CIDP,347,0.0039063215547069,0,0.2881844380403458
CIAP,S04,Mast,DIRAS1,CIDP,59,0,0,0
CIAP,S04,Myelinating_SC,DIRAS1,CIDP,187,0,0,0
CIAP,S04,Nonmyelinating_SC,DIRAS1,CIDP,1717,0,0,0
CIAP,S04,Other_EC,DIRAS1,CIDP,1091,0,0,0
CIAP,S04,Pericyte_VSMC,DIRAS1,CIDP,2076,0.0022039712558688,0,0.0963391136801541
CIAP,S04,Perineurium,DIRAS1,CIDP,3301,0.000574723197444,0,0.0302938503483792
CIAP,S04,Repair_damage_SC,DIRAS1,CIDP,179,0,0,0
CIAP,S04,T_NK,DIRAS1,CIDP,70,0,0,0
CIAP,S04,Adipo,GNG7,CIDP,116,0.2610936035570905,0,15.517241379310343
CIAP,S04,BNB_EC,GNG7,CIDP,196,0.268374133843304,0,11.224489795918368
CIAP,S04,B_cell,GNG7,CIDP,8,2.390095519978872,2.62326197385549,62.5
CIAP,S04,Endoneurial_stroma,GNG7,CIDP,660,0.0425406090514009,0,2.121212121212121
CIAP,S04,Epineurial_stroma,GNG7,CIDP,1683,0.1194022291289016,0,5.704099821746881
CIAP,S04,Granulocyte,GNG7,CIDP,5,0,0,0
CIAP,S04,Macrophage,GNG7,CIDP,347,0.4278193387981328,0,16.42651296829971
CIAP,S04,Mast,GNG7,CIDP,59,0.2005606269818671,0,6.779661016949152
CIAP,S04,Myelinating_SC,GNG7,CIDP,187,0.1014735045991728,0,5.347593582887701
CIAP,S04,Nonmyelinating_SC,GNG7,CIDP,1717,0.1173600903988848,0,4.775771694816541
CIAP,S04,Other_EC,GNG7,CIDP,1091,0.1735675459592727,0,7.4243813015582045
CIAP,S04,Pericyte_VSMC,GNG7,CIDP,2076,0.1276818659827362,0,5.250481695568401
CIAP,S04,Perineurium,GNG7,CIDP,3301,0.1536593839265487,0,7.482581036049682
CIAP,S04,Repair_damage_SC,GNG7,CIDP,179,0.1968664179785909,0,10.05586592178771
CIAP,S04,T_NK,GNG7,CIDP,70,0.0237792292648844,0,1.4285714285714286
CIAP,S04,Adipo,SLC39A3,CIDP,116,0.0683758205205848,0,5.172413793103448
CIAP,S04,BNB_EC,SLC39A3,CIDP,196,0.0097788484747775,0,0.5102040816326531
CIAP,S04,B_cell,SLC39A3,CIDP,8,0,0,0
CIAP,S04,Endoneurial_stroma,SLC39A3,CIDP,660,0.0257162829584741,0,1.3636363636363635
CIAP,S04,Epineurial_stroma,SLC39A3,CIDP,1683,0.0205089661502806,0,1.1289364230540702
CIAP,S04,Granulocyte,SLC39A3,CIDP,5,0,0,0
CIAP,S04,Macrophage,SLC39A3,CIDP,347,0.0194898179796567,0,0.8645533141210375
CIAP,S04,Mast,SLC39A3,CIDP,59,0,0,0
CIAP,S04,Myelinating_SC,SLC39A3,CIDP,187,0.0270726012167339,0,1.6042780748663104
CIAP,S04,Nonmyelinating_SC,SLC39A3,CIDP,1717,0.0114557081551255,0,0.5824111822947
CIAP,S04,Other_EC,SLC39A3,CIDP,1091,0.0138169117957902,0,0.7332722273143905
CIAP,S04,Pericyte_VSMC,SLC39A3,CIDP,2076,0.0114067536021323,0,0.5298651252408477
CIAP,S04,Perineurium,SLC39A3,CIDP,3301,0.0153846108221766,0,0.7876401090578612
CIAP,S04,Repair_damage_SC,SLC39A3,CIDP,179,0.0123493196064132,0,0.5586592178770949
CIAP,S04,T_NK,SLC39A3,CIDP,70,0,0,0
CIAP,S04,Adipo,DGKQ,Inflammatory_polyneuropathy,116,0.0264827134292058,0,2.586206896551724
CIAP,S04,BNB_EC,DGKQ,Inflammatory_polyneuropathy,196,0.0468370388259369,0,2.0408163265306123
CIAP,S04,B_cell,DGKQ,Inflammatory_polyneuropathy,8,0.1983851952230548,0,12.5
CIAP,S04,Endoneurial_stroma,DGKQ,Inflammatory_polyneuropathy,660,0.0750491218523077,0,3.636363636363636
CIAP,S04,Epineurial_stroma,DGKQ,Inflammatory_polyneuropathy,1683,0.0473398304750324,0,2.3767082590612003
CIAP,S04,Granulocyte,DGKQ,Inflammatory_polyneuropathy,5,0,0,0
CIAP,S04,Macrophage,DGKQ,Inflammatory_polyneuropathy,347,0.0373092384653025,0,1.440922190201729
CIAP,S04,Mast,DGKQ,Inflammatory_polyneuropathy,59,0,0,0
CIAP,S04,Myelinating_SC,DGKQ,Inflammatory_polyneuropathy,187,0.0525796769469992,0,3.7433155080213902
CIAP,S04,Nonmyelinating_SC,DGKQ,Inflammatory_polyneuropathy,1717,0.0136025879815409,0,0.6988934187536401
CIAP,S04,Other_EC,DGKQ,Inflammatory_polyneuropathy,1091,0.0476939926006349,0,2.1998166819431715
CIAP,S04,Pericyte_VSMC,DGKQ,Inflammatory_polyneuropathy,2076,0.0420929764623309,0,1.7822736030828517
CIAP,S04,Perineurium,DGKQ,Inflammatory_polyneuropathy,3301,0.0314254721958407,0,1.6358679188124812
CIAP,S04,Repair_damage_SC,DGKQ,Inflammatory_polyneuropathy,179,0.0196350083603183,0,1.11731843575419
CIAP,S04,T_NK,DGKQ,Inflammatory_polyneuropathy,70,0.1157479201297982,0,5.714285714285714
CIAP,S04,Adipo,GLDC,Inflammatory_polyneuropathy,116,0.012114374140075,0,0.8620689655172413
CIAP,S04,BNB_EC,GLDC,Inflammatory_polyneuropathy,196,0.0301532240023111,0,1.530612244897959
CIAP,S04,B_cell,GLDC,Inflammatory_polyneuropathy,8,0,0,0
CIAP,S04,Endoneurial_stroma,GLDC,Inflammatory_polyneuropathy,660,0.0029940860810204,0,0.1515151515151515
CIAP,S04,Epineurial_stroma,GLDC,Inflammatory_polyneuropathy,1683,0.0185724549961404,0,0.8912655971479502
CIAP,S04,Granulocyte,GLDC,Inflammatory_polyneuropathy,5,0,0,0
CIAP,S04,Macrophage,GLDC,Inflammatory_polyneuropathy,347,0.0057630651953619,0,0.2881844380403458
CIAP,S04,Mast,GLDC,Inflammatory_polyneuropathy,59,0,0,0
CIAP,S04,Myelinating_SC,GLDC,Inflammatory_polyneuropathy,187,1.5107895264812836,1.7420992648658191,58.288770053475936
CIAP,S04,Nonmyelinating_SC,GLDC,Inflammatory_polyneuropathy,1717,0.0194905218710781,0,0.8736167734420501
CIAP,S04,Other_EC,GLDC,Inflammatory_polyneuropathy,1091,0.0296693992354502,0,1.466544454628781
CIAP,S04,Pericyte_VSMC,GLDC,Inflammatory_polyneuropathy,2076,0.0106746066889506,0,0.4335260115606936
CIAP,S04,Perineurium,GLDC,Inflammatory_polyneuropathy,3301,0.0066773312855473,0,0.3635262041805513
CIAP,S04,Repair_damage_SC,GLDC,Inflammatory_polyneuropathy,179,0.1368242529816545,0,7.82122905027933
CIAP,S04,T_NK,GLDC,Inflammatory_polyneuropathy,70,0,0,0
CIAP,S04,Adipo,IDUA,Inflammatory_polyneuropathy,116,0.1909365631557839,0,13.79310344827586
CIAP,S04,BNB_EC,IDUA,Inflammatory_polyneuropathy,196,0.0733867052964504,0,3.061224489795918
CIAP,S04,B_cell,IDUA,Inflammatory_polyneuropathy,8,0,0,0
CIAP,S04,Endoneurial_stroma,IDUA,Inflammatory_polyneuropathy,660,0.0945620449147328,0,4.545454545454546
CIAP,S04,Epineurial_stroma,IDUA,Inflammatory_polyneuropathy,1683,0.0658843368514401,0,3.2679738562091507
CIAP,S04,Granulocyte,IDUA,Inflammatory_polyneuropathy,5,0,0,0
CIAP,S04,Macrophage,IDUA,Inflammatory_polyneuropathy,347,0.100463557430025,0,4.610951008645533
CIAP,S04,Mast,IDUA,Inflammatory_polyneuropathy,59,0,0,0
CIAP,S04,Myelinating_SC,IDUA,Inflammatory_polyneuropathy,187,0.0756340127992939,0,4.81283422459893
CIAP,S04,Nonmyelinating_SC,IDUA,Inflammatory_polyneuropathy,1717,0.0345585391473418,0,1.57251019219569
CIAP,S04,Other_EC,IDUA,Inflammatory_polyneuropathy,1091,0.0510771179121841,0,2.474793767186068
CIAP,S04,Pericyte_VSMC,IDUA,Inflammatory_polyneuropathy,2076,0.0389572357402212,0,1.7822736030828517
CIAP,S04,Perineurium,IDUA,Inflammatory_polyneuropathy,3301,0.0473985721145553,0,2.4538018782187216
CIAP,S04,Repair_damage_SC,IDUA,Inflammatory_polyneuropathy,179,0.0677067184356385,0,3.35195530726257
CIAP,S04,T_NK,IDUA,Inflammatory_polyneuropathy,70,0,0,0
CIAP,S04,Adipo,SLAMF9,Inflammatory_polyneuropathy,116,0,0,0
CIAP,S04,BNB_EC,SLAMF9,Inflammatory_polyneuropathy,196,0,0,0
CIAP,S04,B_cell,SLAMF9,Inflammatory_polyneuropathy,8,0,0,0
CIAP,S04,Endoneurial_stroma,SLAMF9,Inflammatory_polyneuropathy,660,0,0,0
CIAP,S04,Epineurial_stroma,SLAMF9,Inflammatory_polyneuropathy,1683,0,0,0
CIAP,S04,Granulocyte,SLAMF9,Inflammatory_polyneuropathy,5,0,0,0
CIAP,S04,Macrophage,SLAMF9,Inflammatory_polyneuropathy,347,0,0,0
CIAP,S04,Mast,SLAMF9,Inflammatory_polyneuropathy,59,0,0,0
CIAP,S04,Myelinating_SC,SLAMF9,Inflammatory_polyneuropathy,187,0,0,0
CIAP,S04,Nonmyelinating_SC,SLAMF9,Inflammatory_polyneuropathy,1717,0,0,0
CIAP,S04,Other_EC,SLAMF9,Inflammatory_polyneuropathy,1091,0,0,0
CIAP,S04,Pericyte_VSMC,SLAMF9,Inflammatory_polyneuropathy,2076,0,0,0
CIAP,S04,Perineurium,SLAMF9,Inflammatory_polyneuropathy,3301,0,0,0
