feature,localization,published_result,proportion,ci_low,ci_high,source,inference_level,positive_biopsies,total_biopsies
C5b-9 deposition,Endoneurial capillaries,52/55 biopsies,0.9454545454545454,0.8514693945594621,0.9812767844453156,Stascheit et al. 2025; doi:10.1007/s00401-025-02936-w; PXD056286,published external tissue observations,52,55
